"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
231,"N","15-49",1991,132818.440899676,"Somali"
231,"N","15-49",1991,252551.225747511,"Tigray"
231,"Y","15-49",1991,280291.213616622,"Addis Adaba"
231,"Y","15-49",1991,87270.7739945705,"Afar"
231,"Y","15-49",1991,1783640.563111,"Amhara"
231,"Y","15-49",1991,90869.9505355069,"Benishangul"
231,"Y","15-49",1991,48403.941919246,"Dire Dawa"
231,"Y","15-49",1991,34204.2989636022,"Gambela"
231,"Y","15-49",1991,22349.5579183087,"Harari"
231,"Y","15-49",1991,3132531.01631921,"Oromia"
231,"Y","15-49",1991,1599535.07205244,"SNNPR"
231,"Y","15-49",1991,385807.38398831,"Somali"
231,"Y","15-49",1991,502204.227581184,"Tigray"
231,"N","15-49",1992,242503.721117618,"Addis Adaba"
231,"N","15-49",1992,21862.4497415125,"Afar"
231,"N","15-49",1992,733537.961899399,"Amhara"
231,"N","15-49",1992,32419.5261879423,"Benishangul"
231,"N","15-49",1992,29690.1956633277,"Dire Dawa"
231,"N","15-49",1992,15762.4122650507,"Gambela"
231,"N","15-49",1992,10784.8761356546,"Harari"
231,"N","15-49",1992,1071421.51938476,"Oromia"
231,"N","15-49",1992,543262.018184885,"SNNPR"
231,"N","15-49",1992,140271.766195599,"Somali"
231,"N","15-49",1992,266723.553224251,"Tigray"
231,"Y","15-49",1992,288213.91539549,"Addis Adaba"
231,"Y","15-49",1992,89737.5666829625,"Afar"
231,"Y","15-49",1992,1834056.88576302,"Amhara"
